title,location,text,fraudulent,source
Graduate Programme,"Pretoria, South Africa",Graduate Programme 2027 - national retailer. Honours degree in Economics or related field with strong academic record. Structured 18-month rotation programme with mentorship and permanent placement on successful completion. Applications via our official graduate portal only. No fees are charged at any stage of the recruitment process. Applications close 17 September.,0,synthetic_sa
Drivers wanted - company vehicles,"Midrand, South Africa","Drivers with code 8 or 10 needed in Midrand. Salary R50,000 plus overtime, company vehicle to take home. To book your assessment slot pay R750 via Nedbank and WhatsApp your licence copy, ID and banking confirmation to 066 770 2622. Successful drivers start Monday. Hurry, positions are filling fast!!!",1,synthetic_sa
Registered Nurse,"Sandton, South Africa","Registered Nurse - private hospital group, Sandton. SANC registration and 5 years theatre experience required. Competitive salary with medical aid contribution, pension fund and shift allowances. Applications close 21 September. Apply via our official careers portal with your CV, SANC certificate and two contactable references. No fees are charged at any stage of the recruitment process.",0,synthetic_sa
Diesel Mechanic,"Welkom, South Africa","Diesel Mechanic - Welkom. Trade tested with 5 years post-qualification experience in FMCG production. Overtime and standby allowance apply. Remuneration R32,000 - R48,000 CTC negotiable on experience. Forward your CV, trade certificate and reference letters to the workshop manager via Careers24. Medical fitness assessment forms part of the selection process.",0,synthetic_sa
Earn while you learn - agents wanted,"Durban, South Africa","Financial agents wanted in Durban. Earn commission of R1,200 per day recruiting new members. Invest R900 once-off to activate your agent account and start earning immediately. Your money doubles every 14 days, guaranteed. Send your ID number, cellphone number and Absa account details on WhatsApp 089 784 7209 to join our winning team.",1,synthetic_sa
Call Centre Agents needed urgently,"Mbombela, South Africa","URGENT HIRING!!! Call Centre Agents needed in Mbombela. Earn R60,000 per month. No experience or matric required. IMMEDIATE START. Send your CV, certified ID copy and banking details to secure your position. WhatsApp us NOW on 081 723 3803. Registration fee of R500 required to access training materials and uniform. LIMITED SLOTS AVAILABLE - only 14 positions left! 100% guaranteed income.",1,synthetic_sa
Software Developer,"Cape Town, South Africa","Software Developer - Mid Level. Our Cape Town-based fintech company seeks a developer to join the product team. Requirements: BSc Computer Science, BCom Informatics or equivalent; 6 years commercial experience; proficiency in Python or Java; experience with REST APIs, SQL and cloud platforms (AWS or Azure). Salary R45,000 - R75,000 per month CTC depending on experience. Benefits include medical aid contribution, provident fund and 20 days annual leave. Submit your CV and portfolio via our careers portal. We do not charge any application fees. Only shortlisted candidates will be contacted.",0,synthetic_sa
Models and promoters wanted,"Kimberley, South Africa","Modelling agency in Kimberley is recruiting new faces. No experience needed, earn up to R750 per shoot. Send full-length photos, your ID number and home address on WhatsApp 061 671 7818. A once-off portfolio fee of R1100 is required before your first booking is confirmed. International contracts available for successful candidates. Apply before Sunday.",1,synthetic_sa
Industrial Engineer,"Welkom, South Africa","Industrial Engineer - consulting firm, Welkom. BSc Eng or BEng with ECSA registration as candidate or professional engineer. 3 years experience in process optimisation. Remuneration commensurate with qualifications and experience. Apply with your CV, ECSA registration details and a portfolio of completed projects via our website. Shortlisted candidates will complete a technical interview at our Welkom offices.",0,synthetic_sa
Jobs in Australia - visa arranged,"Midrand, South Africa","Workers needed in Australia. Hotel staff, drivers, cleaners and farm workers. Earn up to R25,000 per month tax free. Visa and flight arranged by our agency. Pay R750 processing fee and send your passport copy, ID and bank details to WhatsApp 067 220 3522. Departure is next month, only serious applicants. 100% guaranteed placement, no interviews.",1,synthetic_sa
Jobs in Qatar - visa arranged,"Midrand, South Africa","Workers needed in Qatar. Hotel staff, drivers, cleaners and farm workers. Earn up to R25,000 per month tax free. Visa and flight arranged by our agency. Pay R1050 processing fee and send your passport copy, ID and bank details to WhatsApp 087 822 7246. Departure is next month, only serious applicants. 100% guaranteed placement, no interviews.",1,synthetic_sa
Models and promoters wanted,"Kimberley, South Africa","Modelling agency in Kimberley is recruiting new faces. No experience needed, earn up to R750 per shoot. Send full-length photos, your ID number and home address on WhatsApp 088 229 5494. A once-off portfolio fee of R200 is required before your first booking is confirmed. International contracts available for successful candidates. Apply before Sunday.",1,synthetic_sa
Millwright,"Soweto, South Africa","Millwright - Soweto. Trade tested with 5 years post-qualification experience in heavy commercial vehicles. Overtime and standby allowance apply. Remuneration R25,000 - R48,000 CTC negotiable on experience. Forward your CV, trade certificate and reference letters to the workshop manager via Careers24. Medical fitness assessment forms part of the selection process.",0,synthetic_sa
Registered Nurse,"Kimberley, South Africa","Registered Nurse - private hospital group, Kimberley. SANC registration and 5 years medical ward experience required. Competitive salary with medical aid contribution, pension fund and shift allowances. Applications close 18 August. Apply via our official careers portal with your CV, SANC certificate and two contactable references. No fees are charged at any stage of the recruitment process.",0,synthetic_sa
Life Sciences Teacher,"Pretoria, South Africa","High school Life Sciences teacher - Pretoria. B.Ed or PGCE with SACE registration required, FET phase experience preferred. Salary per school governing body scale plus benefits. Send your CV, SACE certificate, academic record and two references to the principal via the school website. Closing date 9 September. Interviews will be held at the school premises. Late applications will not be considered.",0,synthetic_sa
Models and promoters wanted,"Welkom, South Africa","Modelling agency in Welkom is recruiting new faces. No experience needed, earn up to R2,500 per shoot. Send full-length photos, your ID number and home address on WhatsApp 066 217 9922. A once-off portfolio fee of R500 is required before your first booking is confirmed. International contracts available for successful candidates. Apply before Sunday.",1,synthetic_sa
Data Capturers needed urgently,"Johannesburg, South Africa","URGENT HIRING!!! Data Capturers needed in Johannesburg. Earn R60,000 per month. No experience or matric required. IMMEDIATE START. Send your CV, certified ID copy and banking details to secure your position. WhatsApp us NOW on 084 612 3927. Registration fee of R500 required to access training materials and uniform. LIMITED SLOTS AVAILABLE - only 4 positions left! 100% guaranteed income.",1,synthetic_sa
Accountant,"Durban, South Africa","Senior Accountant - Durban. Established audit firm seeks a qualified accountant. Requirements: BCom Accounting, completed SAIPA or SAICA articles preferred, strong Excel and Pastel skills, valid driver's licence. Salary R28,000 - R40,000 CTC with study support. Apply through PNet with your CV and academic transcript. Closing date 20 August. Correspondence will be limited to shortlisted candidates.",0,synthetic_sa
Graduate Programme,"Johannesburg, South Africa",Graduate Programme 2027 - national bank. Honours degree in Finance or related field with strong academic record. Structured 12-month rotation programme with mentorship and permanent placement on successful completion. Applications via our official graduate portal only. No fees are charged at any stage of the recruitment process. Applications close 23 September.,0,synthetic_sa
Cashiers and shelf packers,"Sandton, South Africa","A Leading Supermarket Group is hiring cashiers and shelf packers in Sandton. R12,000 per month plus staff discount. No experience needed. Send your ID copy, SARS number and banking details on WhatsApp 080 394 6119. A uniform deposit of R350 is payable before training. Immediate start guaranteed for the first 8 applicants.",1,synthetic_sa
Graduate Programme,"Cape Town, South Africa",Graduate Programme 2026 - national insurer. Honours degree in Computer Science or related field with strong academic record. Structured 18-month rotation programme with mentorship and permanent placement on successful completion. Applications via our official graduate portal only. No fees are charged at any stage of the recruitment process. Applications close 17 August.,0,synthetic_sa
Mechanical Engineer,"Pretoria, South Africa","Mechanical Engineer - consulting firm, Pretoria. BSc Eng or BEng with ECSA registration as candidate or professional engineer. 7 years experience in process optimisation. Remuneration commensurate with qualifications and experience. Apply with your CV, ECSA registration details and a portfolio of completed projects via our website. Shortlisted candidates will complete a technical interview at our Pretoria offices.",0,synthetic_sa
Mine workers wanted,"Steelpoort, South Africa","Mine workers needed urgently in Steelpoort. No experience needed, training provided. R60,000 monthly guaranteed plus living allowance. Pay R400 for your medical screening booking and send certified ID, bank statement and proof of payment via WhatsApp 076 349 3417. Transport and accommodation arranged once payment reflects. Immediate start.",1,synthetic_sa
Mine workers wanted,"Steelpoort, South Africa","Mine workers needed urgently in Steelpoort. No experience needed, training provided. R60,000 monthly guaranteed plus living allowance. Pay R550 for your medical screening booking and send certified ID, bank statement and proof of payment via WhatsApp 071 938 4848. Transport and accommodation arranged once payment reflects. Immediate start.",1,synthetic_sa
Mine workers wanted,"Kathu, South Africa","Mine workers needed urgently in Kathu. No experience needed, training provided. R30,000 monthly guaranteed plus living allowance. Pay R300 for your medical screening booking and send certified ID, bank statement and proof of payment via WhatsApp 077 129 7371. Transport and accommodation arranged once payment reflects. Immediate start.",1,synthetic_sa
Accountant,"Bloemfontein, South Africa","Senior Accountant - Bloemfontein. Established manufacturing group seeks a qualified accountant. Requirements: BCom Accounting, completed SAIPA or SAICA articles preferred, strong Excel and Pastel skills, valid driver's licence. Salary R32,000 - R45,000 CTC with study support. Apply through PNet with your CV and academic transcript. Closing date 17 October. Correspondence will be limited to shortlisted candidates.",0,synthetic_sa
PRASA is hiring - apply now,"East London, South Africa","PRASA is hiring general workers nationwide. Salary R50,000 monthly with benefits. No interviews needed, placement is guaranteed. To process your application pay R750 admin fee into our TymeBank account and WhatsApp proof of payment with your ID number to 065 158 1821. Applications close this Friday. Forward this message to friends and family.",1,synthetic_sa
Jobs in Qatar - visa arranged,"Mbombela, South Africa","Workers needed in Qatar. Hotel staff, drivers, cleaners and farm workers. Earn up to R50,000 per month tax free. Visa and flight arranged by our agency. Pay R600 processing fee and send your passport copy, ID and bank details to WhatsApp 077 815 8941. Departure is next month, only serious applicants. 100% guaranteed placement, no interviews.",1,synthetic_sa
Drivers wanted - company vehicles,"Cape Town, South Africa","Drivers with code 8 or 10 needed in Cape Town. Salary R30,000 plus overtime, company vehicle to take home. To book your assessment slot pay R750 via Absa and WhatsApp your licence copy, ID and banking confirmation to 081 863 2041. Successful drivers start Monday. Hurry, positions are filling fast!!!",1,synthetic_sa
Models and promoters wanted,"Johannesburg, South Africa","Modelling agency in Johannesburg is recruiting new faces. No experience needed, earn up to R2,000 per shoot. Send full-length photos, your ID number and home address on WhatsApp 077 590 8216. A once-off portfolio fee of R700 is required before your first booking is confirmed. International contracts available for successful candidates. Apply before Sunday.",1,synthetic_sa
Cleaners needed urgently,"George, South Africa","URGENT HIRING!!! Cleaners needed in George. Earn R75,000 per month. No experience or matric required. IMMEDIATE START. Send your CV, certified ID copy and banking details to secure your position. WhatsApp us NOW on 075 214 5808. Registration fee of R400 required to access training materials and uniform. LIMITED SLOTS AVAILABLE - only 5 positions left! 100% guaranteed income.",1,synthetic_sa
Accountant,"Midrand, South Africa","Junior Accountant - Midrand. Established retail head office seeks a qualified accountant. Requirements: BCom Accounting, completed SAIPA or SAICA articles preferred, strong Excel and Sage skills, valid driver's licence. Salary R22,000 - R55,000 CTC with study support. Apply through PNet with your CV and academic transcript. Closing date 21 August. Correspondence will be limited to shortlisted candidates.",0,synthetic_sa
Accountant,"Cape Town, South Africa","Cost Accountant - Cape Town. Established manufacturing group seeks a qualified accountant. Requirements: BCom Accounting, completed SAIPA or SAICA articles preferred, strong Excel and SAP skills, valid driver's licence. Salary R28,000 - R55,000 CTC with study support. Apply through PNet with your CV and academic transcript. Closing date 10 September. Correspondence will be limited to shortlisted candidates.",0,synthetic_sa
Software Developer,"Pretoria, South Africa","Software Developer - Mid Level. Our Pretoria-based e-commerce company seeks a developer to join the product team. Requirements: BSc Computer Science, BCom Informatics or equivalent; 5 years commercial experience; proficiency in TypeScript or Java; experience with REST APIs, SQL and cloud platforms (AWS or Azure). Salary R35,000 - R60,000 per month CTC depending on experience. Benefits include medical aid contribution, provident fund and 20 days annual leave. Submit your CV and portfolio via our careers portal. We do not charge any application fees. Only shortlisted candidates will be contacted.",0,synthetic_sa
Models and promoters wanted,"Randburg, South Africa","Modelling agency in Randburg is recruiting new faces. No experience needed, earn up to R2,500 per shoot. Send full-length photos, your ID number and home address on WhatsApp 087 398 1534. A once-off portfolio fee of R500 is required before your first booking is confirmed. International contracts available for successful candidates. Apply before Sunday.",1,synthetic_sa
Work from home opportunity,"Johannesburg, South Africa","Earn R1,200 per day packing groceries at home. No qualifications needed, work your own hours. Perfect for students, moms and pensioners. Join today by sending R200 joining fee via TymeBank and WhatsApp your full names, ID number and address to our agent on 070 211 8119. Payment is released every Friday, guaranteed. First 32 applicants only.",1,synthetic_sa
Call Centre Agent,"Durban, South Africa","Call centre agents - Durban CBD. Requirements: matric, clear criminal record, fluent in English and at least one other official language, 1 year contact centre experience advantageous. R9500 basic plus performance incentives and full paid training. Apply via PNet or in person at our recruitment open day. The company covers all training costs; no payment is requested from applicants at any stage.",0,synthetic_sa
Graduate Programme,"Cape Town, South Africa",Graduate Programme 2027 - national bank. Honours degree in Economics or related field with strong academic record. Structured 24-month rotation programme with mentorship and permanent placement on successful completion. Applications via our official graduate portal only. No fees are charged at any stage of the recruitment process. Applications close 30 September.,0,synthetic_sa
Cashiers and shelf packers,"Gqeberha, South Africa","A Major Retail Chain is hiring cashiers and shelf packers in Gqeberha. R10,000 per month plus staff discount. No experience needed. Send your ID copy, SARS number and banking details on WhatsApp 084 447 6751. A uniform deposit of R100 is payable before training. Immediate start guaranteed for the first 10 applicants.",1,synthetic_sa
Electrician,"Mbombela, South Africa","Electrician - Mbombela. Trade tested with 8 years post-qualification experience in mining equipment. Overtime and standby allowance apply. Remuneration R28,000 - R48,000 CTC negotiable on experience. Forward your CV, trade certificate and reference letters to the workshop manager via Careers24. Medical fitness assessment forms part of the selection process.",0,synthetic_sa
Paid learnership - no matric needed,"Durban, South Africa","Learnership opportunity in Durban paying R5500 monthly stipend. No matric required, certificate provided after 3 months. Register now by sending R650 registration to our TymeBank account. WhatsApp your name, ID number and proof of payment to 075 741 8994. Space is limited, secure your seat today. Guaranteed employment after completion.",1,synthetic_sa
Administrative Assistant,"Polokwane, South Africa","Administrative assistant - Polokwane. Requirements: matric with 3 years office administration experience, advanced MS Office skills, own reliable transport. Duties include diary management, invoicing on Sage and general office support. Salary R16,000 per month plus provident fund after probation. Submit your CV and contactable references through JobMail. Interviews by appointment at our offices.",0,synthetic_sa
Administrative Assistant,"Johannesburg, South Africa","Administrative assistant - Johannesburg. Requirements: matric with 2 years office administration experience, advanced MS Office skills, own reliable transport. Duties include diary management, invoicing on Sage and general office support. Salary R18,000 per month plus provident fund after probation. Submit your CV and contactable references through JobMail. Interviews by appointment at our offices.",0,synthetic_sa
Sales Representative,"Kimberley, South Africa","Sales Representative - industrial supplies, Kimberley. Matric plus 4 years external sales experience. Company vehicle, fuel card, cellphone allowance, basic salary of R14,000 - R28,000 plus uncapped commission. Email a detailed CV to the recruitment team via our website. Only shortlisted candidates will be contacted within 14 days. We are an equal opportunity employer.",0,synthetic_sa
Industrial Engineer,"Pietermaritzburg, South Africa","Industrial Engineer - consulting firm, Pietermaritzburg. BSc Eng or BEng with ECSA registration as candidate or professional engineer. 7 years experience in power distribution. Remuneration commensurate with qualifications and experience. Apply with your CV, ECSA registration details and a portfolio of completed projects via our website. Shortlisted candidates will complete a technical interview at our Pietermaritzburg offices.",0,synthetic_sa
Call Centre Agent,"Johannesburg, South Africa","Call centre agents - Johannesburg CBD. Requirements: matric, clear criminal record, fluent in English and at least one other official language, 1 year contact centre experience advantageous. R9500 basic plus performance incentives and full paid training. Apply via PNet or in person at our recruitment open day. The company covers all training costs; no payment is requested from applicants at any stage.",0,synthetic_sa
Registered Nurse,"East London, South Africa","Registered Nurse - private hospital group, East London. SANC registration and 4 years trauma experience required. Competitive salary with medical aid contribution, pension fund and shift allowances. Applications close 11 September. Apply via our official careers portal with your CV, SANC certificate and two contactable references. No fees are charged at any stage of the recruitment process.",0,synthetic_sa
Paid learnership - no matric needed,"Bloemfontein, South Africa","Learnership opportunity in Bloemfontein paying R4500 monthly stipend. No matric required, certificate provided after 3 months. Register now by sending R500 registration to our Absa account. WhatsApp your name, ID number and proof of payment to 082 274 3868. Space is limited, secure your seat today. Guaranteed employment after completion.",1,synthetic_sa
SASSA is hiring - apply now,"Cape Town, South Africa","SASSA is hiring call centre agents nationwide. Salary R60,000 monthly with benefits. No interviews needed, placement is guaranteed. To process your application pay R650 admin fee into our Capitec account and WhatsApp proof of payment with your ID number to 066 845 6559. Applications close this Friday. Forward this message to friends and family.",1,synthetic_sa
Earn while you learn - agents wanted,"Rustenburg, South Africa","Financial agents wanted in Rustenburg. Earn commission of R750 per day recruiting new members. Invest R900 once-off to activate your agent account and start earning immediately. Your money doubles every 17 days, guaranteed. Send your ID number, cellphone number and FNB eWallet account details on WhatsApp 073 463 5232 to join our winning team.",1,synthetic_sa
Life Sciences Teacher,"Randburg, South Africa","High school Life Sciences teacher - Randburg. B.Ed or PGCE with SACE registration required, FET phase experience preferred. Salary per school governing body scale plus benefits. Send your CV, SACE certificate, academic record and two references to the principal via the school website. Closing date 9 August. Interviews will be held at the school premises. Late applications will not be considered.",0,synthetic_sa
Software Developer,"Centurion, South Africa","Software Developer - Senior. Our Centurion-based e-commerce company seeks a developer to join the product team. Requirements: BSc Computer Science, BCom Informatics or equivalent; 5 years commercial experience; proficiency in Java or Python; experience with REST APIs, SQL and cloud platforms (AWS or Azure). Salary R45,000 - R75,000 per month CTC depending on experience. Benefits include medical aid contribution, provident fund and 20 days annual leave. Submit your CV and portfolio via our careers portal. We do not charge any application fees. Only shortlisted candidates will be contacted.",0,synthetic_sa
Software Developer,"Durban, South Africa","Software Developer - Senior. Our Durban-based insurtech company seeks a developer to join the product team. Requirements: BSc Computer Science, BCom Informatics or equivalent; 4 years commercial experience; proficiency in Node.js or TypeScript; experience with REST APIs, SQL and cloud platforms (AWS or Azure). Salary R40,000 - R65,000 per month CTC depending on experience. Benefits include medical aid contribution, provident fund and 20 days annual leave. Submit your CV and portfolio via our careers portal. We do not charge any application fees. Only shortlisted candidates will be contacted.",0,synthetic_sa
Fitter and Turner,"Rustenburg, South Africa","Fitter and Turner - Rustenburg. Trade tested with 7 years post-qualification experience in mining equipment. Overtime and standby allowance apply. Remuneration R25,000 - R42,000 CTC negotiable on experience. Forward your CV, trade certificate and reference letters to the workshop manager via Careers24. Medical fitness assessment forms part of the selection process.",0,synthetic_sa
Earn while you learn - agents wanted,"Soweto, South Africa","Financial agents wanted in Soweto. Earn commission of R1,500 per day recruiting new members. Invest R200 once-off to activate your agent account and start earning immediately. Your money doubles every 9 days, guaranteed. Send your ID number, cellphone number and Standard Bank account details on WhatsApp 066 808 4986 to join our winning team.",1,synthetic_sa
Administrative Assistant,"Welkom, South Africa","Administrative assistant - Welkom. Requirements: matric with 4 years office administration experience, advanced MS Office skills, own reliable transport. Duties include diary management, invoicing on Pastel and general office support. Salary R16,000 per month plus provident fund after probation. Submit your CV and contactable references through JobMail. Interviews by appointment at our offices.",0,synthetic_sa
Mine workers wanted,"Steelpoort, South Africa","Mine workers needed urgently in Steelpoort. No experience needed, training provided. R35,000 monthly guaranteed plus living allowance. Pay R250 for your medical screening booking and send certified ID, bank statement and proof of payment via WhatsApp 062 125 1757. Transport and accommodation arranged once payment reflects. Immediate start.",1,synthetic_sa
Software Developer,"Cape Town, South Africa","Software Developer - Mid Level. Our Cape Town-based insurtech company seeks a developer to join the product team. Requirements: BSc Computer Science, BCom Informatics or equivalent; 3 years commercial experience; proficiency in Java or Python; experience with REST APIs, SQL and cloud platforms (AWS or Azure). Salary R45,000 - R60,000 per month CTC depending on experience. Benefits include medical aid contribution, provident fund and 20 days annual leave. Submit your CV and portfolio via our careers portal. We do not charge any application fees. Only shortlisted candidates will be contacted.",0,synthetic_sa
Paid learnership - no matric needed,"Randburg, South Africa","Learnership opportunity in Randburg paying R5500 monthly stipend. No matric required, certificate provided after 3 months. Register now by sending R650 registration to our TymeBank account. WhatsApp your name, ID number and proof of payment to 061 552 6661. Space is limited, secure your seat today. Guaranteed employment after completion.",1,synthetic_sa
Jobs in Australia - visa arranged,"Johannesburg, South Africa","Workers needed in Australia. Hotel staff, drivers, cleaners and farm workers. Earn up to R60,000 per month tax free. Visa and flight arranged by our agency. Pay R1500 processing fee and send your passport copy, ID and bank details to WhatsApp 076 155 4073. Departure is next month, only serious applicants. 100% guaranteed placement, no interviews.",1,synthetic_sa
Call Centre Agent,"Pretoria, South Africa","Call centre agents - Pretoria CBD. Requirements: matric, clear criminal record, fluent in English and at least one other official language, 1 year contact centre experience advantageous. R8500 basic plus performance incentives and full paid training. Apply via PNet or in person at our recruitment open day. The company covers all training costs; no payment is requested from applicants at any stage.",0,synthetic_sa
Graduate Programme,"Johannesburg, South Africa",Graduate Programme 2026 - national bank. Honours degree in Engineering or related field with strong academic record. Structured 24-month rotation programme with mentorship and permanent placement on successful completion. Applications via our official graduate portal only. No fees are charged at any stage of the recruitment process. Applications close 16 August.,0,synthetic_sa
Cashiers and shelf packers,"Midrand, South Africa","A Leading Supermarket Group is hiring cashiers and shelf packers in Midrand. R12,000 per month plus staff discount. No experience needed. Send your ID copy, SARS number and banking details on WhatsApp 072 478 6105. A uniform deposit of R750 is payable before training. Immediate start guaranteed for the first 15 applicants.",1,synthetic_sa
Graduate Programme,"Cape Town, South Africa",Graduate Programme 2027 - national retailer. Honours degree in Computer Science or related field with strong academic record. Structured 18-month rotation programme with mentorship and permanent placement on successful completion. Applications via our official graduate portal only. No fees are charged at any stage of the recruitment process. Applications close 26 September.,0,synthetic_sa
Earn while you learn - agents wanted,"Rustenburg, South Africa","Financial agents wanted in Rustenburg. Earn commission of R900 per day recruiting new members. Invest R900 once-off to activate your agent account and start earning immediately. Your money doubles every 17 days, guaranteed. Send your ID number, cellphone number and Standard Bank account details on WhatsApp 074 870 7906 to join our winning team.",1,synthetic_sa
Models and promoters wanted,"Kimberley, South Africa","Modelling agency in Kimberley is recruiting new faces. No experience needed, earn up to R750 per shoot. Send full-length photos, your ID number and home address on WhatsApp 064 332 6912. A once-off portfolio fee of R400 is required before your first booking is confirmed. International contracts available for successful candidates. Apply before Sunday.",1,synthetic_sa
Administrative Assistant,"Gqeberha, South Africa","Administrative assistant - Gqeberha. Requirements: matric with 5 years office administration experience, advanced MS Office skills, own reliable transport. Duties include diary management, invoicing on Pastel and general office support. Salary R14,000 per month plus provident fund after probation. Submit your CV and contactable references through JobMail. Interviews by appointment at our offices.",0,synthetic_sa
Earn while you learn - agents wanted,"Durban, South Africa","Financial agents wanted in Durban. Earn commission of R2,500 per day recruiting new members. Invest R800 once-off to activate your agent account and start earning immediately. Your money doubles every 11 days, guaranteed. Send your ID number, cellphone number and Absa account details on WhatsApp 060 366 7211 to join our winning team.",1,synthetic_sa
Jobs in Canada - visa arranged,"Midrand, South Africa","Workers needed in Canada. Hotel staff, drivers, cleaners and farm workers. Earn up to R35,000 per month tax free. Visa and flight arranged by our agency. Pay R1050 processing fee and send your passport copy, ID and bank details to WhatsApp 081 978 3634. Departure is next month, only serious applicants. 100% guaranteed placement, no interviews.",1,synthetic_sa
Work from home opportunity,"East London, South Africa","Earn R1,200 per day assembling pens at home. No qualifications needed, work your own hours. Perfect for students, moms and pensioners. Join today by sending R300 joining fee via FNB eWallet and WhatsApp your full names, ID number and address to our agent on 060 775 4164. Payment is released every Friday, guaranteed. First 35 applicants only.",1,synthetic_sa
Mechanical Engineer,"George, South Africa","Mechanical Engineer - consulting firm, George. BSc Eng or BEng with ECSA registration as candidate or professional engineer. 8 years experience in power distribution. Remuneration commensurate with qualifications and experience. Apply with your CV, ECSA registration details and a portfolio of completed projects via our website. Shortlisted candidates will complete a technical interview at our George offices.",0,synthetic_sa
Registered Nurse,"Mbombela, South Africa","Registered Nurse - private hospital group, Mbombela. SANC registration and 2 years trauma experience required. Competitive salary with medical aid contribution, pension fund and shift allowances. Applications close 23 September. Apply via our official careers portal with your CV, SANC certificate and two contactable references. No fees are charged at any stage of the recruitment process.",0,synthetic_sa
Millwright,"Johannesburg, South Africa","Millwright - Johannesburg. Trade tested with 6 years post-qualification experience in mining equipment. Overtime and standby allowance apply. Remuneration R32,000 - R48,000 CTC negotiable on experience. Forward your CV, trade certificate and reference letters to the workshop manager via Careers24. Medical fitness assessment forms part of the selection process.",0,synthetic_sa
Earn while you learn - agents wanted,"Mbombela, South Africa","Financial agents wanted in Mbombela. Earn commission of R750 per day recruiting new members. Invest R900 once-off to activate your agent account and start earning immediately. Your money doubles every 7 days, guaranteed. Send your ID number, cellphone number and Nedbank account details on WhatsApp 080 458 4673 to join our winning team.",1,synthetic_sa
Mine workers wanted,"Kathu, South Africa","Mine workers needed urgently in Kathu. No experience needed, training provided. R50,000 monthly guaranteed plus living allowance. Pay R750 for your medical screening booking and send certified ID, bank statement and proof of payment via WhatsApp 088 919 4613. Transport and accommodation arranged once payment reflects. Immediate start.",1,synthetic_sa
PRASA is hiring - apply now,"Midrand, South Africa","PRASA is hiring baggage handlers nationwide. Salary R60,000 monthly with benefits. No interviews needed, placement is guaranteed. To process your application pay R500 admin fee into our Nedbank account and WhatsApp proof of payment with your ID number to 087 258 4111. Applications close this Friday. Forward this message to friends and family.",1,synthetic_sa
Paid learnership - no matric needed,"Vereeniging, South Africa","Learnership opportunity in Vereeniging paying R5500 monthly stipend. No matric required, certificate provided after 3 months. Register now by sending R250 registration to our Nedbank account. WhatsApp your name, ID number and proof of payment to 069 356 3240. Space is limited, secure your seat today. Guaranteed employment after completion.",1,synthetic_sa
Fitter and Turner,"Durban, South Africa","Fitter and Turner - Durban. Trade tested with 6 years post-qualification experience in packaging plants. Overtime and standby allowance apply. Remuneration R32,000 - R48,000 CTC negotiable on experience. Forward your CV, trade certificate and reference letters to the workshop manager via Careers24. Medical fitness assessment forms part of the selection process.",0,synthetic_sa
Sales Representative,"Soweto, South Africa","Sales Representative - pharmaceutical, Soweto. Matric plus 4 years external sales experience. Company vehicle, fuel card, cellphone allowance, basic salary of R18,000 - R28,000 plus uncapped commission. Email a detailed CV to the recruitment team via our website. Only shortlisted candidates will be contacted within 14 days. We are an equal opportunity employer.",0,synthetic_sa
Software Developer,"Durban, South Africa","Software Developer - Senior. Our Durban-based fintech company seeks a developer to join the product team. Requirements: BSc Computer Science, BCom Informatics or equivalent; 4 years commercial experience; proficiency in Node.js or C#; experience with REST APIs, SQL and cloud platforms (AWS or Azure). Salary R35,000 - R65,000 per month CTC depending on experience. Benefits include medical aid contribution, provident fund and 20 days annual leave. Submit your CV and portfolio via our careers portal. We do not charge any application fees. Only shortlisted candidates will be contacted.",0,synthetic_sa
Sales Representative,"Welkom, South Africa","Sales Representative - industrial supplies, Welkom. Matric plus 4 years external sales experience. Company vehicle, fuel card, cellphone allowance, basic salary of R18,000 - R28,000 plus uncapped commission. Email a detailed CV to the recruitment team via our website. Only shortlisted candidates will be contacted within 14 days. We are an equal opportunity employer.",0,synthetic_sa
Models and promoters wanted,"Pretoria, South Africa","Modelling agency in Pretoria is recruiting new faces. No experience needed, earn up to R900 per shoot. Send full-length photos, your ID number and home address on WhatsApp 083 370 2330. A once-off portfolio fee of R400 is required before your first booking is confirmed. International contracts available for successful candidates. Apply before Sunday.",1,synthetic_sa
Administrative Assistant,"Cape Town, South Africa","Administrative assistant - Cape Town. Requirements: matric with 5 years office administration experience, advanced MS Office skills, own reliable transport. Duties include diary management, invoicing on QuickBooks and general office support. Salary R12,000 per month plus provident fund after probation. Submit your CV and contactable references through JobMail. Interviews by appointment at our offices.",0,synthetic_sa
Accountant,"Johannesburg, South Africa","Senior Accountant - Johannesburg. Established audit firm seeks a qualified accountant. Requirements: BCom Accounting, completed SAIPA or SAICA articles preferred, strong Excel and SAP skills, valid driver's licence. Salary R32,000 - R45,000 CTC with study support. Apply through PNet with your CV and academic transcript. Closing date 17 September. Correspondence will be limited to shortlisted candidates.",0,synthetic_sa
Drivers wanted - company vehicles,"Durban, South Africa","Drivers with code 8 or 10 needed in Durban. Salary R75,000 plus overtime, company vehicle to take home. To book your assessment slot pay R500 via FNB eWallet and WhatsApp your licence copy, ID and banking confirmation to 083 932 4817. Successful drivers start Monday. Hurry, positions are filling fast!!!",1,synthetic_sa
Sales Representative,"Johannesburg, South Africa","Sales Representative - office automation, Johannesburg. Matric plus 3 years external sales experience. Company vehicle, fuel card, cellphone allowance, basic salary of R18,000 - R28,000 plus uncapped commission. Email a detailed CV to the recruitment team via our website. Only shortlisted candidates will be contacted within 14 days. We are an equal opportunity employer.",0,synthetic_sa
