record_id,source,job_id,title,company,company_url,location,work_from_home,salary,salary_disclosed,employment_type,work_type,job_level,ee_status,posted_raw,posted_date,expires,reference,description,description_length,has_description,url,search_scope,scraped_date,description_source,salary_detail_from_page,desired_skills
CJ-0156,CareerJunction,2643382,Project Specialist (Retail),Vital Element (Pty) Ltd,https://www.careerjunction.co.za/companies/35770/vital-element-pty-ltd,Durban Region,No,R Undisclosed,No,Permanent,,Senior,,12 Aug 2026,2026-08-12,in 21 days,VE950,,0,No,https://www.careerjunction.co.za/project-specialist-retail-job-2643382.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0157,CareerJunction,2643386,Internal Auditor at Mancosa,MANCOSA,https://www.careerjunction.co.za/companies/35317/mancosa,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Intermediate,,12 Aug 2026,2026-08-12,in 18 days,MA_4219517,,0,No,https://www.careerjunction.co.za/internal-auditor-at-mancosa-job-2643386.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0158,CareerJunction,2643387,Recruitment Consultant at Mancosa,MANCOSA,https://www.careerjunction.co.za/companies/35317/mancosa,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Intermediate,,13 Aug 2026,2026-08-13,in 18 days,MA_4181459,,0,No,https://www.careerjunction.co.za/recruitment-consultant-at-mancosa-job-2643387.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0159,CareerJunction,2643391,Registered Nurse – Home Care (UAE) X40,Fempower Personnel,https://www.careerjunction.co.za/companies/23738/fempower-personnel,Kensington,Yes,"R30,000 - R35,000 per month",Yes,Contract,,Junior,,13 Aug 2026,2026-08-13,in 22 days,5b1d71c1-1935-4,,0,No,https://www.careerjunction.co.za/registered-nurse-home-care-uae-x40-job-2643391.aspx,Work from home; CareerJunction - work from home,2026-08-16,,,
CJ-0160,CareerJunction,2643393,Technical Customer Support Representative,Manpower SA (Pty) Ltd.,https://www.careerjunction.co.za/companies/23095/manpower-sa-pty-ltd,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Intermediate,,12 Aug 2026,2026-08-12,in 18 days,CPT003650,,0,No,https://www.careerjunction.co.za/technical-customer-support-representative-job-2643393.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0161,CareerJunction,2643394,Senior ServiceNow Developer (TTD) at Sabenza IT & Recruitment,DCV Sabenza IT and Recruitment,https://www.careerjunction.co.za/companies/32616/dcv-sabenza-it-and-recruitment,Pretoria,Yes,R Undisclosed,No,Contract,,Senior,,12 Aug 2026,2026-08-12,in 18 days,878000022660214,,0,No,https://www.careerjunction.co.za/senior-servicenow-developer-ttd-at-sabenza-it-%26-recruitment-job-2643394.aspx,Work from home; CareerJunction - work from home,2026-08-16,,,
CJ-0162,CareerJunction,2643408,Loan Set Clerk - KZN,Ultra Personnel cc,https://www.careerjunction.co.za/companies/28524/ultra-personnel-cc,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Intermediate,,12 Aug 2026,2026-08-12,in 16 days,JHB001776,,0,No,https://www.careerjunction.co.za/loan-set-clerk-kzn-job-2643408.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0163,CareerJunction,2643410,OTC Sales Rep - KZN,Ultra Personnel cc,https://www.careerjunction.co.za/companies/28524/ultra-personnel-cc,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Intermediate,,12 Aug 2026,2026-08-12,in 16 days,JHB001772,,0,No,https://www.careerjunction.co.za/otc-sales-rep-kzn-job-2643410.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0164,CareerJunction,2643412,360 Recruitment Consultant - Hybrid role,Manpower SA (Pty) Ltd.,https://www.careerjunction.co.za/companies/23095/manpower-sa-pty-ltd,South Africa,Yes,R Undisclosed,No,Permanent,,Intermediate,,12 Aug 2026,2026-08-12,in 17 days,CPT003609,,0,No,https://www.careerjunction.co.za/360-recruitment-consultant-hybrid-role-job-2643412.aspx,Work from home; CareerJunction - work from home,2026-08-16,,,
CJ-0165,CareerJunction,2643438,Financial Manager at Ntice Sourcing Solutions (Pty) Ltd.,NTICE SOURCING SOLUTIONS (PTY) LTD.,https://www.careerjunction.co.za/companies/33092/ntice-sourcing-solutions-pty-ltd,Umhlanga Ridge,No,R Undisclosed,No,Permanent,,Management,,13 Aug 2026,2026-08-13,in 22 days,70095,,0,No,https://www.careerjunction.co.za/financial-manager-at-ntice-sourcing-solutions-pty-ltd-job-2643438.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0166,CareerJunction,2643444,Sales Engineer (Representative),AJ Personnel,https://www.careerjunction.co.za/companies/23629/aj-personnel,Cape Town,No,R Undisclosed,No,Permanent,,Intermediate,,13 Aug 2026,2026-08-13,in 15 days,JHB003983,,0,No,https://www.careerjunction.co.za/sales-engineer-representative-job-2643444.aspx,Jobs in western cape,2026-08-16,,,
CJ-0167,CareerJunction,2643446,Commercial Vehicle Sales Executive,Watershed Consulting,https://www.careerjunction.co.za/companies/25618/watershed-consulting,Pinetown,No,"R14,000 - R20,000 per month",Yes,Permanent,,Intermediate,,13 Aug 2026,2026-08-13,in 22 days,,,0,No,https://www.careerjunction.co.za/commercial-vehicle-sales-executive-job-2643446.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0168,CareerJunction,2643447,Parts Sales Executive (One Year Fixed Term),Watershed Consulting,https://www.careerjunction.co.za/companies/25618/watershed-consulting,Pinetown,No,"R14,000 - R15,000 per month",Yes,Contract,,Intermediate,,13 Aug 2026,2026-08-13,in 22 days,,,0,No,https://www.careerjunction.co.za/parts-sales-executive-one-year-fixed-term-job-2643447.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0169,CareerJunction,2643449,Credit Officer – Asset Financing,Watershed Consulting,https://www.careerjunction.co.za/companies/25618/watershed-consulting,Pinetown,No,"R14,000 - R15,000 per month",Yes,Permanent,,Junior,,13 Aug 2026,2026-08-13,in 22 days,,,0,No,https://www.careerjunction.co.za/credit-officer-asset-financing-job-2643449.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0170,CareerJunction,2643450,HR Manager,The Talent Experts,https://www.careerjunction.co.za/companies/32956/the-talent-experts,Observatory,Yes,Undisclosed,No,Permanent,,Intermediate,,13 Aug 2026,2026-08-13,in 22 days,SB,,0,No,https://www.careerjunction.co.za/hr-manager-job-2643450.aspx,Jobs in western cape; Work from home; CareerJunction - work from home,2026-08-16,,,
CJ-0171,CareerJunction,2643455,Toolroom Supervisor,Hire Resolve,https://www.careerjunction.co.za/companies/24781/hire-resolve,Cape Town,No,"R43,300 - R48,800 per month",Yes,Permanent,,Senior,,13 Aug 2026,2026-08-13,in 23 days,196986,,0,No,https://www.careerjunction.co.za/toolroom-supervisor-job-2643455.aspx,Jobs in western cape,2026-08-16,,,
CJ-0172,CareerJunction,2643456,Technical Buyer,Stratogo,https://www.careerjunction.co.za/companies/24239/stratogo,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Intermediate,,14 Aug 2026,2026-08-14,in 19 days,HQ001305,,0,No,https://www.careerjunction.co.za/technical-buyer-job-2643456.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0173,CareerJunction,2643470,Demand Planner at Ntice Sourcing Solutions (Pty) Ltd.,NTICE SOURCING SOLUTIONS (PTY) LTD.,https://www.careerjunction.co.za/companies/33092/ntice-sourcing-solutions-pty-ltd,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Intermediate,,14 Aug 2026,2026-08-14,in 23 days,67880,,0,No,https://www.careerjunction.co.za/demand-planner-at-ntice-sourcing-solutions-pty-ltd-job-2643470.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0174,CareerJunction,2643471,Senior Linux & Cloud Infrastructure Engineer (TTD) at Sabenza IT & Recruitment,DCV Sabenza IT and Recruitment,https://www.careerjunction.co.za/companies/32616/dcv-sabenza-it-and-recruitment,Pretoria,Yes,R Undisclosed,No,Contract,,Senior,,14 Aug 2026,2026-08-14,in 19 days,878000022744047,,0,No,https://www.careerjunction.co.za/senior-linux-%26amp-cloud-infrastructure-engineer-ttd-at-sabenza-it-%26-recruitment-job-2643471.aspx,Work from home; CareerJunction - work from home,2026-08-16,,,
CJ-0175,CareerJunction,2643481,Field Services Technician - Cape Town,Dynexity,https://www.careerjunction.co.za/companies/35455/dynexity,Cape Town,No,"R28,000 per month",Yes,Permanent,,Intermediate,,14 Aug 2026,2026-08-14,in 18 days,JHB003895,,0,No,https://www.careerjunction.co.za/field-services-technician-cape-town-job-2643481.aspx,Jobs in western cape,2026-08-16,,,
CJ-0176,CareerJunction,2643496,IT Support Technician,Zeal HR,https://www.careerjunction.co.za/companies/37578/zeal-hr,Stellenbosch,No,Undisclosed,No,Permanent,,Junior,,14 Aug 2026,2026-08-14,in 23 days,62014,,0,No,https://www.careerjunction.co.za/it-support-technician-job-2643496.aspx,Jobs in western cape,2026-08-16,,,
CJ-0177,CareerJunction,2643498,Senior Product Owner (Retail / Logistics) at Sabenza IT & Recruitment,DCV Sabenza IT and Recruitment,https://www.careerjunction.co.za/companies/32616/dcv-sabenza-it-and-recruitment,Cape Town,No,R01 - R02 per month,Placeholder,Permanent,,Senior,,14 Aug 2026,2026-08-14,in 19 days,878000022752202,,0,No,https://www.careerjunction.co.za/senior-product-owner-retail-logistics-at-sabenza-it-%26-recruitment-job-2643498.aspx,Jobs in western cape,2026-08-16,,,
CJ-0178,CareerJunction,2643501,Financial Accountant,GAP Recruitment Agency,https://www.careerjunction.co.za/companies/37771/gap-recruitment-agency,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Intermediate,,14 Aug 2026,2026-08-14,in 23 days,FA01,,0,No,https://www.careerjunction.co.za/financial-accountant-job-2643501.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0179,CareerJunction,2643503,Creditors Administrator,GAP Recruitment Agency,https://www.careerjunction.co.za/companies/37771/gap-recruitment-agency,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Intermediate,,14 Aug 2026,2026-08-14,in 23 days,CA01,,0,No,https://www.careerjunction.co.za/creditors-administrator-job-2643503.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0180,CareerJunction,2643504,Senior Procurement Representative,Hire Resolve,https://www.careerjunction.co.za/companies/24781/hire-resolve,Johannesburg,No,"R50,000 - R70,000 per month",Yes,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 24 days,197153,,0,No,https://www.careerjunction.co.za/senior-procurement-representative-job-2643504.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0181,CareerJunction,2643506,Multi-Brand Digital Coordinator,Hire Resolve,https://www.careerjunction.co.za/companies/24781/hire-resolve,Cape Town,No,"R25,000 - R30,000 per month",Yes,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 24 days,197156,,0,No,https://www.careerjunction.co.za/multi-brand-digital-coordinator-job-2643506.aspx,Jobs in western cape,2026-08-16,,,
CJ-0182,CareerJunction,2643508,Bookkeeper,Hire Resolve,https://www.careerjunction.co.za/companies/24781/hire-resolve,Pinetown,No,"R20,800 - R29,200 per month",Yes,Permanent,,Senior,,14 Aug 2026,2026-08-14,in 24 days,197159,,0,No,https://www.careerjunction.co.za/bookkeeper-job-2643508.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0183,CareerJunction,2643510,Azure Cloud Engineer,Network Contracting Solutions,https://www.careerjunction.co.za/companies/31530/network-contracting-solutions,Centurion,No,R60 - R90 per month,Yes,Contract,,Senior,,15 Aug 2026,2026-08-15,in 19 days,NCM003306,,0,No,https://www.careerjunction.co.za/azure-cloud-engineer-job-2643510.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0184,CareerJunction,2643511,FMCG Millwright at 492 - Impact Human Resources,Rosstone Consulting,https://www.careerjunction.co.za/companies/37912/rosstone-consulting,Pretoria CBD,No,"R50,000 - R60,000 per month",Yes,Contract,,Intermediate,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/fmcg-millwright-at-492-impact-human-resources-job-2643511.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0185,CareerJunction,2643514,Learning & Development Officer (LMS | Training | Talent Development) at Mancosa,MANCOSA,https://www.careerjunction.co.za/companies/35317/mancosa,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Intermediate,,14 Aug 2026,2026-08-14,in 20 days,MA_4246722,,0,No,https://www.careerjunction.co.za/learning-%26amp-development-officer-lms-training-talent-development-at-mancosa-job-2643514.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0186,CareerJunction,2643517,Security Sales Representative (Edenvale),Sales Fraternity,https://www.careerjunction.co.za/companies/37163/sales-fraternity,Edenvale,No,"R15,000 per month",Yes,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/security-sales-representative-edenvale-job-2643517.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0187,CareerJunction,2643518,Power BI Developer,Network Contracting Solutions,https://www.careerjunction.co.za/companies/31530/network-contracting-solutions,Johannesburg,No,R45 - R70 per month,Yes,Contract,,Senior,,15 Aug 2026,2026-08-15,in 19 days,NCM003310,,0,No,https://www.careerjunction.co.za/power-bi-developer-job-2643518.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0188,CareerJunction,2643519,Receiving Manager,Zeal HR,https://www.careerjunction.co.za/companies/37578/zeal-hr,Cape Town CBD,No,Undisclosed,No,Permanent,,Intermediate,,14 Aug 2026,2026-08-14,in 24 days,62047,,0,No,https://www.careerjunction.co.za/receiving-manager-job-2643519.aspx,Jobs in western cape,2026-08-16,,,
CJ-0189,CareerJunction,2643524,Sales & Administration Associate (Optical Store) (Alexandra),Sales Fraternity,https://www.careerjunction.co.za/companies/37163/sales-fraternity,Alexandra,No,"R10,000 - R18,000 per month",Yes,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/sales-%26amp-administration-associate-optical-store-alexandra-job-2643524.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0190,CareerJunction,2643525,Loan Set Clerk - Western Cape,Ultra Personnel cc,https://www.careerjunction.co.za/companies/28524/ultra-personnel-cc,Cape Town,No,R Undisclosed,No,Permanent,,Intermediate,,14 Aug 2026,2026-08-14,in 19 days,JHB001777,,0,No,https://www.careerjunction.co.za/loan-set-clerk-western-cape-job-2643525.aspx,Jobs in western cape,2026-08-16,,,
CJ-0191,CareerJunction,2643526,Sales Representative (Modderfontein),Sales Fraternity,https://www.careerjunction.co.za/companies/37163/sales-fraternity,East Rand,No,"R14,000 per month",Yes,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/sales-representative-modderfontein-job-2643526.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0192,CareerJunction,2643527,Medical Device / Theatre Sales Representative - JHB,Ultra Personnel cc,https://www.careerjunction.co.za/companies/28524/ultra-personnel-cc,Sandton,No,R Undisclosed,No,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 19 days,JHB001780,,0,No,https://www.careerjunction.co.za/medical-device-theatre-sales-representative-jhb-job-2643527.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0193,CareerJunction,2643528,Medical Device / Theatre Sales Representative - KZN,Ultra Personnel cc,https://www.careerjunction.co.za/companies/28524/ultra-personnel-cc,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Intermediate,,14 Aug 2026,2026-08-14,in 19 days,JHB001781,,0,No,https://www.careerjunction.co.za/medical-device-theatre-sales-representative-kzn-job-2643528.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0194,CareerJunction,2643529,Medical Device / Theatre Sales Representative - Western Cape,Ultra Personnel cc,https://www.careerjunction.co.za/companies/28524/ultra-personnel-cc,Cape Town,No,R Undisclosed,No,Permanent,,Intermediate,,14 Aug 2026,2026-08-14,in 19 days,JHB001782,,0,No,https://www.careerjunction.co.za/medical-device-theatre-sales-representative-western-cape-job-2643529.aspx,Jobs in western cape,2026-08-16,,,
CJ-0195,CareerJunction,2643530,Debtors Clerk (6 month contract to perm),The Talent Experts,https://www.careerjunction.co.za/companies/32956/the-talent-experts,Paarden Eiland,No,Undisclosed,No,Contract,,Intermediate,,15 Aug 2026,2026-08-15,in 24 days,CS,,0,No,https://www.careerjunction.co.za/debtors-clerk-6-month-contract-to-perm-job-2643530.aspx,Jobs in western cape,2026-08-16,,,
CJ-0196,CareerJunction,2643531,Property and Leasing Head,Carlysle Human Capital,https://www.careerjunction.co.za/companies/23261/carlysle-human-capital,Durban (Durban CBD),No,R Undisclosed,No,Permanent,,Management,,15 Aug 2026,2026-08-15,in 14 days,DBN000932,,0,No,https://www.careerjunction.co.za/property-and-leasing-head-job-2643531.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0197,CareerJunction,2643532,Active Directory Administrator,Network Contracting Solutions,https://www.careerjunction.co.za/companies/31530/network-contracting-solutions,Johannesburg North (Johannesburg North),No,R Undisclosed,No,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 19 days,NCM003311,,0,No,https://www.careerjunction.co.za/active-directory-administrator-job-2643532.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0198,CareerJunction,2643535,Production Engineer,Ultra Personnel cc,https://www.careerjunction.co.za/companies/28524/ultra-personnel-cc,Alberton,No,R Undisclosed,No,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 19 days,JHB001783,,0,No,https://www.careerjunction.co.za/production-engineer-job-2643535.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0199,CareerJunction,2643536,3rd Line Support Engineer - CPT | JHB,Datafin,https://www.careerjunction.co.za/companies/22742/datafin,Cape Town,No,R Undisclosed,No,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 18 days,2605314,,0,No,https://www.careerjunction.co.za/3rd-line-support-engineer-cpt-jhb-job-2643536.aspx,Jobs in western cape,2026-08-16,,,
CJ-0200,CareerJunction,2643540,HR Manager,The Talent Experts,https://www.careerjunction.co.za/companies/32956/the-talent-experts,Bellville,No,Undisclosed,No,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 24 days,SB,,0,No,https://www.careerjunction.co.za/hr-manager-job-2643540.aspx,Jobs in western cape,2026-08-16,,,
CJ-0201,CareerJunction,2643541,Unit Manager - Surgical Ward,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Cape Town CBD,No,Undisclosed,No,Permanent,,Senior,,14 Aug 2026,2026-08-14,in 24 days,,,0,No,https://www.careerjunction.co.za/unit-manager-surgical-ward-job-2643541.aspx,Jobs in western cape,2026-08-16,,,
CJ-0202,CareerJunction,2643542,Senior Professional Nurse Critical Care,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Durban North,No,Undisclosed,No,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/senior-professional-nurse-critical-care-job-2643542.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0203,CareerJunction,2643543,Senior Business Analyst: AI & Intelligent Automation,Paracon,https://www.careerjunction.co.za/companies/12652/paracon,Randjespark,No,R Undisclosed,No,Contract,,Senior,,15 Aug 2026,2026-08-15,in 24 days,122561204929967,,0,No,https://www.careerjunction.co.za/senior-business-analyst-ai-%26amp-intelligent-automation-job-2643543.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0204,CareerJunction,2643545,Crypto Quantitative Trader,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Cape Town CBD,No,Undisclosed,No,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/crypto-quantitative-trader-job-2643545.aspx,Jobs in western cape,2026-08-16,,,
CJ-0205,CareerJunction,2643546,Tax Manager,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Cape Town CBD,No,Undisclosed,No,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/tax-manager-job-2643546.aspx,Jobs in western cape,2026-08-16,,,
CJ-0206,CareerJunction,2643547,Finance Business Partner,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Pretoria CBD,No,Undisclosed,No,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/finance-business-partner-job-2643547.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0207,CareerJunction,2643548,Senior Analyst/Associate,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Johannesburg,No,Undisclosed,No,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/senior-analyst-associate-job-2643548.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0208,CareerJunction,2643549,Due Diligence Manager,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Johannesburg,No,Undisclosed,No,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/due-diligence-manager-job-2643549.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0209,CareerJunction,2643550,Executive Office & AI Transformation Manager - Centurion,Datafin,https://www.careerjunction.co.za/companies/22742/datafin,Marconi Beam,No,R Undisclosed,No,Permanent,,Management,,14 Aug 2026,2026-08-14,in 18 days,2608115,,0,No,https://www.careerjunction.co.za/executive-office-%26amp-ai-transformation-manager-centurion-job-2643550.aspx,Jobs in western cape,2026-08-16,,,
CJ-0210,CareerJunction,2643552,Local Service - Key Account Manager,Dananda Talent,https://www.careerjunction.co.za/companies/34524/dananda-talent,Sandton,No,R Undisclosed,No,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 20 days,JHB000876,,0,No,https://www.careerjunction.co.za/local-service-key-account-manager-job-2643552.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0211,CareerJunction,2643553,Account Manager - Mining Chemicals,Talentsphere,https://www.careerjunction.co.za/companies/23406/talentsphere,Gauteng,No,R Undisclosed,No,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 19 days,PS010711,,0,No,https://www.careerjunction.co.za/account-manager-mining-chemicals-job-2643553.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0212,CareerJunction,2643555,Head of Service | BC Service Manager,Dananda Talent,https://www.careerjunction.co.za/companies/34524/dananda-talent,Sandton,No,R Undisclosed,No,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 20 days,JHB000875,,0,No,https://www.careerjunction.co.za/head-of-service-bc-service-manager-job-2643555.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0213,CareerJunction,2643557,Technical Sales,Dananda Talent,https://www.careerjunction.co.za/companies/34524/dananda-talent,Sandton,No,R Undisclosed,No,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 20 days,JHB000877,,0,No,https://www.careerjunction.co.za/technical-sales-job-2643557.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0214,CareerJunction,2643558,Construction Surveyor - Civil at MSP,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Cape Town CBD,No,Undisclosed,No,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/construction-surveyor-civil-at-msp-job-2643558.aspx,Jobs in western cape,2026-08-16,,,
CJ-0215,CareerJunction,2643560,Senior Foreman,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Cape Town CBD,No,Undisclosed,No,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/senior-foreman-job-2643560.aspx,Jobs in western cape,2026-08-16,,,
CJ-0216,CareerJunction,2643561,Senior Project Manager - Built Environment,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Johannesburg,No,Undisclosed,No,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/senior-project-manager-built-environment-job-2643561.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0217,CareerJunction,2643562,Construction Manager,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Cape Town CBD,No,Undisclosed,No,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/construction-manager-job-2643562.aspx,Jobs in western cape,2026-08-16,,,
CJ-0218,CareerJunction,2643563,Solution Implementation Architect (Senior),MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Cape Town CBD,No,R700.00 - R1000.00 per hour,Yes,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/solution-implementation-architect-senior-job-2643563.aspx,Jobs in western cape,2026-08-16,,,
CJ-0219,CareerJunction,2643564,Creditors Clerk,Zeal HR,https://www.careerjunction.co.za/companies/37578/zeal-hr,Edenvale,No,Undisclosed,No,Permanent,,Junior,,15 Aug 2026,2026-08-15,in 24 days,62146,,0,No,https://www.careerjunction.co.za/creditors-clerk-job-2643564.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0220,CareerJunction,2643565,MLOps Engineer (Senior),MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Cape Town CBD,No,R700.00 - R1000.00 per hour,Yes,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/mlops-engineer-senior-job-2643565.aspx,Jobs in western cape,2026-08-16,,,
CJ-0221,CareerJunction,2643566,Privacy Engineer (Senior),MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Cape Town CBD,No,R700.00 - R1000.00 per hour,Yes,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/privacy-engineer-senior-job-2643566.aspx,Jobs in western cape,2026-08-16,,,
CJ-0222,CareerJunction,2643567,Market Lead / Subject Matter Expert (SME) – Data Technologies & Artificial Intelligence,Watershed Consulting,https://www.careerjunction.co.za/companies/25618/watershed-consulting,Johannesburg,No,"R1,000 - R1,001 per month",Yes,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/market-lead-subject-matter-expert-sme-data-technologies-%26amp-artificial-intelligence-job-2643567.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0223,CareerJunction,2643568,Machine Learning Engineer (Intermediate / Senior),MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Cape Town CBD,No,"R60,000 - R80,000 per month",Yes,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/machine-learning-engineer-intermediate-senior-job-2643568.aspx,Jobs in western cape,2026-08-16,,,
CJ-0224,CareerJunction,2643569,Market Lead / Subject Matter Expert (SME) – Data Technologies & Artificial Intelligence,Watershed Consulting,https://www.careerjunction.co.za/companies/25618/watershed-consulting,Johannesburg,No,"R1,000 - R1,001 per month",Yes,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/market-lead-subject-matter-expert-sme-data-technologies-%26amp-artificial-intelligence-job-2643569.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0225,CareerJunction,2643570,Platform Engineer (Senior),MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Cape Town CBD,No,R700.00 - R1000.00 per hour,Yes,Permanent,,Senior,,15 Aug 2026,2026-08-15,in 24 days,,,0,No,https://www.careerjunction.co.za/platform-engineer-senior-job-2643570.aspx,Jobs in western cape,2026-08-16,,,
